"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.58","45.50","MCTAVISH","7024745","2019-01-01","2019","01","01","","2.3","","-11.7","","-4.7","","22.7","","0.0","","","","","","19.7","","5","","35","","37",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-02","2019","01","02","","-9.1","","-14.9","","-12.0","","30.0","","0.0","","","","","","0.2","","6","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-03","2019","01","03","","-3.0","","-13.8","","-8.4","","26.4","","0.0","","","","","","2.9","","11","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-04","2019","01","04","","2.9","","-3.0","","0.0","","18.0","","0.0","","","","","","3.7","","15","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-05","2019","01","05","","2.4","","1.0","","1.7","","16.3","","0.0","","","","","","0.0","","11","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-06","2019","01","06","","1.6","","-12.0","","-5.2","","23.2","","0.0","","","","","","0.9","","11","","35","","42",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-07","2019","01","07","","-9.8","","-14.3","","-12.1","","30.1","","0.0","","","","","","4.0","","25","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-08","2019","01","08","","1.7","","-9.9","","-4.1","","22.1","","0.0","","","","","","8.2","","32","","18","","31",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-09","2019","01","09","","0.7","","-2.9","","-1.1","","19.1","","0.0","","","","","","1.3","","30","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-10","2019","01","10","","-2.8","","-13.1","","-7.9","","25.9","","0.0","","","","","","1.6","","35","","35","","34",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-11","2019","01","11","","-12.7","","-18.6","","-15.6","","33.6","","0.0","","","","","","0.4","","34","","24","","31",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-12","2019","01","12","","-13.0","","-17.8","","-15.4","","33.4","","0.0","","","","","","0.0","","32","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-13","2019","01","13","","-10.8","","-16.8","","-13.8","","31.8","","0.0","","","","","","0.2","","31","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-14","2019","01","14","","-7.5","","-14.7","","-11.1","","29.1","","0.0","","","","","","0.0","","30","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-15","2019","01","15","","-1.8","","-7.6","","-4.7","","22.7","","0.0","","","","","","0.0","","30","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-16","2019","01","16","","1.2","","-17.7","","-8.2","","26.2","","0.0","","","","","","0.9","","32","","24","","38",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-17","2019","01","17","","-13.5","","-20.5","","-17.0","","35.0","","0.0","","","","","","0.4","","32","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-18","2019","01","18","","-7.6","","-15.7","","-11.6","","29.6","","0.0","","","","","","1.0","","32","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-19","2019","01","19","","-14.2","","-23.9","","-19.0","","37.0","","0.0","","","","","","1.9","","34","","1","","31",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-20","2019","01","20","","-16.2","","-20.9","","-18.6","","36.6","","0.0","","","","","","10.0","","50","","5","","55",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-21","2019","01","21","","-16.4","","-21.2","","-18.8","","36.8","","0.0","","","","","","2.1","","67","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-22","2019","01","22","","-9.5","","-22.3","","-15.9","","33.9","","0.0","","","","","","0.2","","66","","24","","36",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-23","2019","01","23","","1.5","","-12.0","","-5.3","","23.3","","0.0","","","","","","21.5","","67","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-24","2019","01","24","","3.7","","-6.0","","-1.1","","19.1","","0.0","","","","","","20.1","","68","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-25","2019","01","25","","-1.5","","-11.0","","-6.2","","24.2","","0.0","","","","","","0.4","","61","","21","","32",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-26","2019","01","26","","-10.8","","-13.5","","-12.1","","30.1","","0.0","","","","","","0.7","","62","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-27","2019","01","27","","-1.1","","-13.7","","-7.4","","25.4","","0.0","","","","","","0.0","","59","","26","","42",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-28","2019","01","28","","-12.0","","-20.1","","-16.1","","34.1","","0.0","","","","","","","M","61","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-29","2019","01","29","","-4.3","","-18.1","","-11.2","","29.2","","0.0","","","","","","8.0","","60","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-30","2019","01","30","","-7.6","","-16.9","","-12.3","","30.3","","0.0","","","","","","0.2","","71","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-01-31","2019","01","31","","-13.8","","-17.3","","-15.6","","33.6","","0.0","","","","","","0.0","","70","","24","","36",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-01","2019","02","01","","-12.0","","-17.0","","-14.5","","32.5","","0.0","","","","","","0.0","","69","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-02","2019","02","02","","-6.5","","-14.5","","-10.5","","28.5","","0.0","","","","","","3.7","","68","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-03","2019","02","03","","-8.2","","-14.0","","-11.1","","29.1","","0.0","","","","","","1.6","","71","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-04","2019","02","04","","-2.6","","-10.7","","-6.7","","24.7","","0.0","","","","","","1.3","","72","","","M","","M"
"-73.58","45.50","MCTAVISH","7024745","2019-02-05","2019","02","05","","6.5","","-9.0","","-1.3","","19.3","","0.0","","","","","","8.7","","69","","","M","","M"
"-73.58","45.50","MCTAVISH","7024745","2019-02-06","2019","02","06","","-6.1","","-11.6","","-8.8","","26.8","","0.0","","","","","","3.7","","64","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-07","2019","02","07","","2.1","","-6.7","","-2.3","","20.3","","0.0","","","","","","0.5","","65","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-08","2019","02","08","","6.6","","-9.0","","-1.2","","19.2","","0.0","","","","","","2.8","","64","","21","","46",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-09","2019","02","09","","-6.5","","-11.8","","-9.2","","27.2","","0.0","","","","","","0.0","","63","","25","","38",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-10","2019","02","10","","-6.4","","-13.1","","-9.7","","27.7","","0.0","","","","","","0.0","","62","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-11","2019","02","11","","-8.1","","-14.3","","-11.2","","29.2","","0.0","","","","","","0.0","","62","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-12","2019","02","12","","-5.5","","-17.1","","-11.3","","29.3","","0.0","","","","","","15.4","","62","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-13","2019","02","13","","0.3","","-7.4","","-3.6","","21.6","","0.0","","","","","","16.9","","89","","4","","100",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-14","2019","02","14","","-4.0","","-8.2","","-6.1","","24.1","","0.0","","","","","","0.0","","89","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-15","2019","02","15","","3.8","","-6.7","","-1.5","","19.5","","0.0","","","","","","2.4","","87","","19","","36",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-16","2019","02","16","","-1.8","","-11.0","","-6.4","","24.4","","0.0","","","","","","0.0","","85","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-17","2019","02","17","","-8.4","","-13.8","","-11.1","","29.1","","0.0","","","","","","0.0","","84","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-18","2019","02","18","","-8.0","","-14.1","","-11.1","","29.1","","0.0","","","","","","0.0","","83","","3","","31",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-19","2019","02","19","","-9.4","","-16.6","","-13.0","","31.0","","0.0","","","","","","0.0","","83","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-20","2019","02","20","","-4.7","","-14.7","","-9.7","","27.7","","0.0","","","","","","1.5","","82","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-21","2019","02","21","","3.0","","-7.5","","-2.2","","20.2","","0.0","","","","","","8.9","","90","","3","","48",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-22","2019","02","22","","0.0","","-6.0","","-3.0","","21.0","","0.0","","","","","","0.0","","88","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-23","2019","02","23","","0.8","","-7.3","","-3.3","","21.3","","0.0","","","","","","0.0","","86","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-24","2019","02","24","","3.9","","-2.6","","0.6","","17.4","","0.0","","","","","","16.4","","86","","20","","38",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-25","2019","02","25","","1.6","","-12.5","","-5.5","","23.5","","0.0","","","","","","0.2","","84","","21","","44",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-26","2019","02","26","","-12.4","","-17.5","","-15.0","","33.0","","0.0","","","","","","0.2","","82","","35","","33",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-27","2019","02","27","","-13.1","","-19.0","","-16.0","","34.0","","0.0","","","","","","0.0","","82","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-02-28","2019","02","28","","-7.3","","-16.8","","-12.1","","30.1","","0.0","","","","","","0.0","","82","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-01","2019","03","01","","-2.2","","-13.5","","-7.9","","25.9","","0.0","","","","","","0.0","","82","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-02","2019","03","02","","-1.9","","-10.6","","-6.2","","24.2","","0.0","","","","","","0.0","","81","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-03","2019","03","03","","-0.9","","-5.9","","-3.4","","21.4","","0.0","","","","","","0.3","","81","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-04","2019","03","04","","-1.0","","-10.0","","-5.5","","23.5","","0.0","","","","","","0.2","","80","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-05","2019","03","05","","-7.3","","-13.5","","-10.4","","28.4","","0.0","","","","","","0.2","","79","","20","","33",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-06","2019","03","06","","-8.0","","-14.3","","-11.2","","29.2","","0.0","","","","","","0.2","","79","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-07","2019","03","07","","-8.0","","-15.5","","-11.8","","29.8","","0.0","","","","","","0.0","","79","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-08","2019","03","08","","-1.5","","-11.9","","-6.7","","24.7","","0.0","","","","","","0.0","","79","","19","","33",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-09","2019","03","09","","-1.4","","-8.3","","-4.9","","22.9","","0.0","","","","","","0.0","","79","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-10","2019","03","10","","2.2","","-7.8","","-2.8","","20.8","","0.0","","","","","","25.9","","79","","19","","31",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-11","2019","03","11","","3.4","","-2.6","","0.4","","17.6","","0.0","","","","","","0.9","","90","","33","","36",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-12","2019","03","12","","-1.1","","-5.8","","-3.5","","21.5","","0.0","","","","","","0.0","","87","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-13","2019","03","13","","2.1","","-4.7","","-1.3","","19.3","","0.0","","","","","","1.3","","87","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-14","2019","03","14","","8.1","","-0.7","","3.7","","14.3","","0.0","","","","","","0.0","","87","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-15","2019","03","15","","10.9","","3.5","","7.2","","10.8","","0.0","","","","","","4.0","","79","","19","","42",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-16","2019","03","16","","3.5","","-4.8","","-0.6","","18.6","","0.0","","","","","","0.2","","65","","25","","34",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-17","2019","03","17","","-2.2","","-7.8","","-5.0","","23.0","","0.0","","","","","","0.0","","62","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-18","2019","03","18","","-0.9","","-8.3","","-4.6","","22.6","","0.0","","","","","","0.0","","62","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-19","2019","03","19","","0.8","","-8.4","","-3.8","","21.8","","0.0","","","","","","0.0","","60","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-20","2019","03","20","","7.8","","-3.2","","2.3","","15.7","","0.0","","","","","","0.0","","60","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-21","2019","03","21","","7.1","","2.5","","4.8","","13.2","","0.0","","","","","","9.2","","57","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-22","2019","03","22","","3.4","","1.3","","2.3","","15.7","","0.0","","","","","","16.8","","53","","33","","45",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-23","2019","03","23","","1.4","","-5.2","","-1.9","","19.9","","0.0","","","","","","2.3","","52","","36","","38",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-24","2019","03","24","","4.0","","-4.0","","0.0","","18.0","","0.0","","","","","","0.5","","52","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-25","2019","03","25","","-0.5","","-7.2","","-3.9","","21.9","","0.0","","","","","","0.0","","52","","21","","44",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-26","2019","03","26","","0.0","","-7.1","","-3.6","","21.6","","0.0","","","","","","0.0","","50","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-27","2019","03","27","","6.3","","-3.8","","1.2","","16.8","","0.0","","","","","","0.0","","50","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-28","2019","03","28","","6.9","","1.3","","4.1","","13.9","","0.0","","","","","","1.0","","47","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-29","2019","03","29","","7.6","","0.1","","3.8","","14.2","","0.0","","","","","","2.0","","42","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-30","2019","03","30","","1.7","","-1.2","","0.2","","17.8","","0.0","","","","","","7.1","","38","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-03-31","2019","03","31","","2.4","","-1.6","","0.4","","17.6","","0.0","","","","","","6.3","","37","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-01","2019","04","01","","1.7","","-6.3","","-2.3","","20.3","","0.0","","","","","","0.0","","38","","27","","31",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-02","2019","04","02","","8.8","","-1.8","","3.5","","14.5","","0.0","","","","","","0.0","","37","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-03","2019","04","03","","9.4","","-0.5","","4.4","","13.6","","0.0","","","","","","0.0","","33","","22","","43",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-04","2019","04","04","","1.8","","-3.1","","-0.6","","18.6","","0.0","","","","","","0.0","","30","","36","","36",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-05","2019","04","05","","4.2","","-4.6","","-0.2","","18.2","","0.0","","","","","","3.5","","29","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-06","2019","04","06","","7.4","","0.9","","4.2","","13.8","","0.0","","","","","","2.2","","28","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-07","2019","04","07","","10.4","","2.0","","6.2","","11.8","","0.0","","","","","","0.5","","23","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-08","2019","04","08","","2.1","","-2.4","","-0.2","","18.2","","0.0","","","","","","18.1","","15","","4","","32",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-09","2019","04","09","","-0.4","","-2.7","","-1.6","","19.6","","0.0","","","","","","10.6","","16","","35","","33",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-10","2019","04","10","","4.2","","-2.6","","0.8","","17.2","","0.0","","","","","","0.3","","25","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-11","2019","04","11","","6.7","","-1.7","","2.5","","15.5","","0.0","","","","","","0.0","","20","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-12","2019","04","12","","13.3","","2.9","","8.1","","9.9","","0.0","","","","","","0.0","","16","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-13","2019","04","13","","16.9","","4.9","","10.9","","7.1","","0.0","","","","","","0.0","","8","","18","","40",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-14","2019","04","14","","9.2","","2.3","","5.7","","12.3","","0.0","","","","","","6.0","","3","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-15","2019","04","15","","5.4","","2.4","","3.9","","14.1","","0.0","","","","","","2.8","","2","","5","","31",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-16","2019","04","16","","8.9","","1.8","","5.4","","12.6","","0.0","","","","","","0.0","","1","","2","","46",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-17","2019","04","17","","13.8","","4.0","","8.9","","9.1","","0.0","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-18","2019","04","18","","14.6","","7.1","","10.8","","7.2","","0.0","","","","","","0.8","","","","20","","38",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-19","2019","04","19","","13.2","","4.3","","8.8","","9.2","","0.0","","","","","","32.7","","","","36","","38",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-20","2019","04","20","","6.6","","4.2","","5.4","","12.6","","0.0","","","","","","12.3","","","","2","","45",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-21","2019","04","21","","17.3","","5.6","","11.4","","6.6","","0.0","","","","","","0.0","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-22","2019","04","22","","17.9","","8.5","","13.2","","4.8","","0.0","","","","","","0.0","","","","3","","33",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-23","2019","04","23","","16.7","","6.3","","11.5","","6.5","","0.0","","","","","","3.1","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-24","2019","04","24","","7.9","","4.8","","6.4","","11.6","","0.0","","","","","","8.0","","","","17","","31",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-25","2019","04","25","","11.0","","4.5","","7.7","","10.3","","0.0","","","","","","0.2","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-26","2019","04","26","","10.7","","4.9","","7.8","","10.2","","0.0","","","","","","22.8","","","","","","",""
"-73.58","45.50","MCTAVISH","7024745","2019-04-27","2019","04","27","","8.1","","2.7","","5.4","","12.6","","0.0","","","","","","14.3","","","","17","","39",""
